theta_1,theta_2,dtheta_1,dtheta_2,ddtheta_1,ddtheta_2
2.35330497169104,2.34765450075251,0.689994932969911,0.414433705116522,-2.01087958795584,3.4723657769642
5.97351416136022,2.09174839162351,-0.946464013203865,-0.122122639397421,-4.05182224837942,-0.0548295628062956
4.59925358013389,1.10680767484017,-0.460080916890341,1.39349557459182,-3.73640775027784,-3.04534389367814
3.76148219192522,3.81556901912154,0.489841910573455,-0.843064647047285,-3.19328871819078,2.36641786610093
0.980294029274052,2.99471792235462,-0.0537319664265602,0.263569247996822,-2.96346665635052,-0.813218643167043
0.980142478176956,5.43935975538097,0.715713115904681,0.600630044970668,-2.57738190789456,0.946274834524972
0.364950098563148,0.201750444304569,1.38362370366858,0.976693468036145,-2.44539971036506,-3.92734709826061
5.44234523256252,4.04554150217854,-1.15035993685441,-0.279086908715979,-0.442836545124641,1.31583989515992
3.77691700971001,4.79374918359298,0.628703149194183,0.560765722972445,0.0957319082604124,-1.26449511054876
4.44895121722489,4.7719948525242,-0.808967533103656,-0.590395585847152,-1.91120791873644,-1.65810250281506
0.129336192115108,5.56736693112893,-0.256569817777292,-0.193571722914539,4.07296419920728,4.79915578777801
6.09412333239297,4.58065410138442,-1.40141182261458,1.1868813936102,0.531397233389546,-0.675693572397528
5.23039136974698,5.82960254719819,-1.0922778531219,1.34972282799286,2.87476928033407,1.78038378115734
1.33416598035332,2.09014306033094,-0.540668132853301,0.656452040781794,4.24237832420843,1.27727535573841
1.14243996243406,3.1617580137677,-0.474042584136045,-0.376944327671445,-3.36864885424195,-3.95696449114842
1.15236452158157,0.0884651334690946,1.19875564938629,0.960173369923992,-0.721255162843655,2.47927537064316
1.91161039078673,0.0437158103174586,0.725438727799545,-1.42239875482374,-0.667895982853912,-1.76840796566423
3.29714190107967,1.50876005348368,1.41654890456112,-1.19176226838174,-1.45527749561646,2.98939549196735
2.71399059464155,0.633390299922256,0.297214531005722,0.484121209126083,-4.9109413344836,1.07640782615382
1.82984665471488,1.63495624377503,-0.774858803726046,-0.626254274189828,3.15972107778095,-1.8290851004651
3.84438511827495,1.11239582691549,-0.517034910235071,1.35415865520143,-3.88440678446097,-1.43707039668929
0.876465775690666,0.179196601026591,-0.540492230124099,-0.191818163723086,4.95480597921759,2.31507369666361
1.83559896324763,5.71332645245596,-0.520517017010245,-0.211905538832469,2.72958491911182,0.500593151228819
2.30191935089415,0.0516674583216905,0.518892519335447,0.534238530572794,0.800100176065145,1.68351040671315
2.86557222387811,4.62494051417602,0.0924237842712486,0.802705686918569,-3.45393582258403,-3.41681678924812
4.93340606417519,0.955973367611127,-0.343727465740067,-0.0733237856245905,0.15392971393247,2.86976672228419
